Steelix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haganeilハガネール,,50,208,55,95,30,steel,ground,400,2,0
Snubbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buluブルー,,24.6,209,40,40,30,fairy,,7.8,2,0
Granbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granbuluグランブル,,24.6,210,60,60,45,fairy,,48.7,2,0
Qwilfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harysenハリーセン,,50,211,55,55,85,water,poison,3.9,2,0
Scizor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hassamハッサム,,50,212,65,100,75,bug,steel,118,2,0
Shuckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsubotsuboツボツボ,,50,213,10,230,5,bug,rock,20.5,2,0
Heracross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heracrosヘラクロス,,50,214,40,105,75,bug,fighting,54,2,0
Sneasel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nyulaニューラ,,50,215,35,75,115,dark,ice,28,2,0
Teddiursa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Himegumaヒメグマ,,50,216,50,50,40,normal,,8.8,2,0
Ursaring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringumaリングマ,,50,217,75,75,55,normal,,125.8,2,0
Slugma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magmagマグマッグ,,50,218,70,40,20,fire,,35,2,0
Magcargo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magcargotマグカルゴ,,50,219,90,80,30,fire,rock,55,2,0
Swinub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urimooウリムー,,50,220,30,30,50,ice,ground,6.5,2,0
Piloswine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inomooイノムー,,50,221,60,60,50,ice,ground,55.8,2,0
Corsola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunnygoサニーゴ,,24.6,222,65,95,35,water,rock,5,2,0
Remoraid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teppouoテッポウオ,,50,223,65,35,65,water,,12,2,0
Octillery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Okutankオクタン,,50,224,105,75,45,water,,28.5,2,0
Delibird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delibirdデリバード,,50,225,65,45,75,ice,flying,16,2,0
Mantine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mantainマンタイン,,50,226,80,140,70,water,flying,220,2,0
Skarmory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airmdエアームド,,50,227,40,70,70,steel,flying,50.5,2,0
Houndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delvilデルビル,,50,228,80,50,65,dark,fire,10.8,2,0
Houndoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hellgarヘルガー,,50,229,140,90,115,dark,fire,35,2,0
Kingdra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingdraキングドラ,,50,230,95,95,85,water,dragon,152,2,0
Phanpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gomazouゴマゾウ,,50,231,40,40,40,ground,,33.5,2,0
Donphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donfanドンファン,,50,232,60,60,50,ground,,120,2,0
Porygon2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porygon2ポリゴン２,,,233,105,95,60,normal,,32.5,2,0
Stantler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odoshishiオドシシ,,50,234,85,65,85,normal,,71.2,2,0
Smeargle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dobleドーブル,,50,235,20,45,75,normal,,58,2,0
Tyrogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balkieバルキー,,100,236,35,35,35,fighting,,21,2,0
Hitmontop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kapoererカポエラー,,100,237,35,110,70,fighting,,48,2,0
Smoochum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muchulムチュール,,0,238,85,65,65,ice,psychic,6,2,0
Elekid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elekidエレキッド,,75.4,239,65,55,95,electric,,23.5,2,0
Magby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bubyブビィ,,75.4,240,70,55,83,fire,,21.4,2,0
Miltank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miltankミルタンク,,0,241,40,70,100,normal,,75.5,2,0
Blissey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Happinasハピナス,,0,242,75,135,55,normal,,46.8,2,0
Raikou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raikouライコウ,,,243,115,100,115,electric,,178,2,1
Entei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enteiエンテイ,,,244,90,75,100,fire,,198,2,1
Suicune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suicuneスイクン,,,245,90,115,85,water,,187,2,1
Larvitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yogirasヨーギラス,,50,246,45,50,41,rock,ground,72,2,0
Pupitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanagirasサナギラス,,50,247,65,70,51,rock,ground,152,2,0
Tyranitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangirasバンギラス,,50,248,95,120,71,rock,dark,202,2,0
Lugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lugiaルギア,,,249,90,154,110,psychic,flying,216,2,1
Ho-Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hououホウオウ,,,250,110,154,90,fire,flying,199,2,1
Celebi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celebiセレビィ,,,251,100,100,100,psychic,grass,5,2,1
Treecko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimoriキモリ,,88.1,252,65,55,70,grass,,5,3,0
Grovyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juptileジュプトル,,88.1,253,85,65,95,grass,,21.6,3,0
Sceptile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jukainジュカイン,,88.1,254,145,85,145,grass,,52.2,3,0
Torchic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Achamoアチャモ,,88.1,255,70,50,45,fire,,2.5,3,0
Combusken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wakasyamoワカシャモ,,88.1,256,85,60,55,fire,fighting,19.5,3,0
Blaziken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bursyamoバシャーモ,,88.1,257,130,80,100,fire,fighting,52,3,0
Mudkip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mizugorouミズゴロウ,,88.1,258,50,50,40,water,,7.6,3,0
Marshtomp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Numacrawヌマクロー,,88.1,259,60,70,50,water,ground,28,3,0
Swampert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laglargeラグラージ,,88.1,260,95,110,70,water,ground,81.9,3,0
Poochyena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pochienaポチエナ,,50,261,30,30,35,dark,,13.6,3,0
Mightyena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graenaグラエナ,,50,262,60,60,70,dark,,37,3,0
Zigzagoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jiguzagumaジグザグマ,,50,263,30,41,60,normal,,17.5,3,0
Linoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massugumaマッスグマ,,50,264,50,61,100,normal,,32.5,3,0
Wurmple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kemussoケムッソ,,50,265,20,30,20,bug,,3.6,3,0
Silcoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karasalisカラサリス,,50,266,25,25,15,bug,,10,3,0
Beautifly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agehuntアゲハント,,50,267,100,50,65,bug,flying,28.4,3,0
Cascoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mayuldマユルド,,50,268,25,25,15,bug,,11.5,3,0
Dustox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dokucaleドクケイル,,50,269,50,90,65,bug,poison,31.6,3,0
Lotad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hassbohハスボー,,50,270,40,50,30,water,grass,2.6,3,0
Lombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasubreroハスブレロ,,50,271,60,70,50,water,grass,32.5,3,0
Ludicolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Runpappaルンパッパ,,50,272,90,100,70,water,grass,55,3,0
Seedot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanebohタネボー,,50,273,30,30,30,grass,,4,3,0
Nuzleaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konohanaコノハナ,,50,274,60,40,60,grass,dark,28,3,0
Shiftry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirtengダーテング,,50,275,90,60,80,grass,dark,59.6,3,0
Taillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subameスバメ,,50,276,30,30,85,normal,flying,2.3,3,0
Swellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohsubameオオスバメ,,50,277,75,50,125,normal,flying,19.8,3,0
Wingull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camomeキャモメ,,50,278,55,30,85,water,flying,9.5,3,0
Pelipper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pelipperペリッパー,,50,279,95,70,65,water,flying,28,3,0
Ralts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raltsラルトス,,50,280,45,35,40,psychic,fairy,6.6,3,0
Kirlia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirliaキルリア,,50,281,65,55,50,psychic,fairy,20.2,3,0
Gardevoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sirnightサーナイト,,50,282,165,135,100,psychic,fairy,48.4,3,0
Surskit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ametamaアメタマ,,50,283,50,52,65,bug,water,1.7,3,0
Masquerain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amemothアメモース,,50,284,100,82,80,bug,flying,3.6,3,0
Shroomish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinococoキノココ,,50,285,40,60,35,grass,,4.5,3,0
Breloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinogassaキノガッサ,,50,286,60,60,70,grass,fighting,39.2,3,0
Slakoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Namakeroナマケロ,,50,287,35,35,30,normal,,24,3,0
Vigoroth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yarukimonoヤルキモノ,,50,288,55,55,90,normal,,46.5,3,0
Slaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kekkingケッキング,,50,289,95,65,100,normal,,130.5,3,0
Nincada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tutininツチニン,,50,290,30,30,40,bug,ground,5.5,3,0
Ninjask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tekkaninテッカニン,,50,291,50,50,160,bug,flying,12,3,0
Shedinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nukeninヌケニン,,,292,30,30,40,bug,ghost,1.2,3,0
Whismur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gonyonyoゴニョニョ,,50,293,51,23,28,normal,,16.3,3,0
Loudred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dogohmbドゴーム,,50,294,71,43,48,normal,,40.5,3,0
Exploud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakuongバクオング,,50,295,91,73,68,normal,,84,3,0
Makuhita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makunoshitaマクノシタ,,75.4,296,20,30,25,fighting,,86.4,3,0
Hariyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hariteyamaハリテヤマ,,75.4,297,40,60,50,fighting,,253.8,3,0
Azurill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruririルリリ,,24.6,298,20,40,20,normal,fairy,2,3,0
Nosepass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nosepassノズパス,,50,299,45,90,30,rock,,97,3,0
Skitty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enecoエネコ,,24.6,300,35,35,50,normal,,11,3,0
Delcatty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enekororoエネコロロ,,24.6,301,55,55,90,normal,,32.6,3,0
Sableye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yamiramiヤミラミ,,50,302,85,115,20,dark,ghost,11,3,0
Mawile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kucheatクチート,,50,303,55,95,50,steel,fairy,11.5,3,0
Aron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cokodoraココドラ,,50,304,40,40,30,steel,rock,60,3,0
Lairon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kodoraコドラ,,50,305,50,50,40,steel,rock,120,3,0
Aggron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bossgodoraボスゴドラ,,50,306,60,80,50,steel,rock,360,3,0
Meditite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asananアサナン,,50,307,40,55,60,fighting,psychic,11.2,3,0
Medicham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charemチャーレム,,50,308,80,85,100,fighting,psychic,31.5,3,0
Electrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rakuraiラクライ,,50,309,65,40,65,electric,,15.2,3,0
Manectric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livoltライボルト,,50,310,135,80,135,electric,,40.2,3,0
Plusle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prasleプラスル,,50,311,85,75,95,electric,,4.2,3,0
Minun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minunマイナン,,50,312,75,85,95,electric,,4.2,3,0
Volbeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barubeatバルビート,,100,313,47,85,85,bug,,17.7,3,0
Illumise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illumiseイルミーゼ,,0,314,73,85,85,bug,,17.7,3,0
Roselia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roseliaロゼリア,,50,315,100,80,65,grass,poison,2,3,0
Gulpin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gokulinゴクリン,,50,316,43,53,40,poison,,10.3,3,0
Swalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marunoomマルノーム,,50,317,73,83,55,poison,,80,3,0
Carvanha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kibanhaキバニア,,50,318,65,20,65,water,dark,20.8,3,0
Sharpedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samehaderサメハダー,,50,319,110,65,105,water,dark,88.8,3,0
Wailmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoerukoホエルコ,,50,320,70,35,60,water,,130,3,0
Wailord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whalohホエルオー,,50,321,90,45,60,water,,398,3,0
Numel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donmelドンメル,,50,322,65,45,35,fire,ground,24,3,0
Camerupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakuudaバクーダ,,50,323,145,105,20,fire,ground,220,3,0
Torkoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cotoiseコータス,,50,324,85,70,20,fire,,80.4,3,0
Spoink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banebooバネブー,,50,325,70,80,60,psychic,,30.6,3,0
Grumpig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boopigブーピッグ,,50,326,90,110,80,psychic,,71.5,3,0
Spinda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patcheelパッチール,,50,327,60,60,60,normal,,5,3,0
Trapinch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuckrarナックラー,,50,328,45,45,10,ground,,15,3,0
Vibrava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vibravaビブラーバ,,50,329,50,50,70,ground,dragon,15.3,3,0
Flygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flygonフライゴン,,50,330,80,80,100,ground,dragon,82,3,0
Cacnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saboneaサボネア,,50,331,85,40,35,grass,,51.3,3,0
Cacturne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noctusノクタス,,50,332,115,60,55,grass,dark,77.4,3,0
Swablu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tylttoチルット,,50,333,40,75,50,normal,flying,1.2,3,0
Altaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyltalisチルタリス,,50,334,110,105,80,dragon,flying,20.6,3,0
Zangoose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zangooseザングース,,50,335,60,60,90,normal,,40.3,3,0
Seviper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habunakeハブネーク,,50,336,100,60,65,poison,,52.5,3,0
Lunatone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lunatoneルナトーン,,,337,95,85,70,rock,psychic,168,3,0
Solrock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solrockソルロック,,,338,55,65,70,rock,psychic,154,3,0
Barboach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dojoachドジョッチ,,50,339,46,41,60,water,ground,1.9,3,0
Whiscash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Namazunナマズン,,50,340,76,71,60,water,ground,23.6,3,0
Corphish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heiganiヘイガニ,,50,341,50,35,35,water,,11.5,3,0
Crawdaunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shizarigerシザリガー,,50,342,90,55,55,water,dark,32.8,3,0
Baltoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yajilonヤジロン,,,343,40,70,55,ground,psychic,21.5,3,0
Claydol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nendollネンドール,,,344,70,120,75,ground,psychic,108,3,0
Lileep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lilylaリリーラ,,88.1,345,61,87,23,rock,grass,23.8,3,0
Cradily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yuradleユレイドル,,88.1,346,81,107,43,rock,grass,60.4,3,0
Anorith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anopthアノプス,,88.1,347,40,50,75,rock,bug,12.5,3,0
Armaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armaldoアーマルド,,88.1,348,70,80,45,rock,bug,68.2,3,0
Feebas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hinbassヒンバス,,50,349,10,55,80,water,,7.4,3,0
Milotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milokarossミロカロス,,50,350,100,125,81,water,,162,3,0
Castform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powalenポワルン,,50,351,70,70,70,normal,,0.8,3,0
Kecleon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kakureonカクレオン,,50,352,60,120,40,normal,,22,3,0
Shuppet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kagebouzuカゲボウズ,,50,353,63,33,45,ghost,,2.3,3,0
Banette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juppetaジュペッタ,,50,354,93,83,75,ghost,,12.5,3,0
Duskull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yomawaruヨマワル,,50,355,30,90,25,ghost,,15,3,0
Dusclops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samayouruサマヨール,,50,356,60,130,25,ghost,,30.6,3,0
Tropius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropiusトロピウス,,50,357,72,87,51,grass,flying,100,3,0
Chimecho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chireanチリーン,,50,358,95,90,65,psychic,,1,3,0
Absol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Absolアブソル,,50,359,115,60,115,dark,,47,3,0
Wynaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sohnanoソーナノ,,50,360,23,48,23,psychic,,14,3,0
Snorunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yukiwarashiユキワラシ,,50,361,50,50,50,ice,,16.8,3,0
Glalie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onigohriオニゴーリ,,50,362,120,80,100,ice,,256.5,3,0
Spheal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamazarashiタマザラシ,,50,363,55,50,25,ice,water,39.5,3,0
Sealeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Todogglerトドグラー,,50,364,75,70,45,ice,water,87.6,3,0
Walrein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Todoserugaトドゼルガ,,50,365,95,90,65,ice,water,150.6,3,0
Clamperl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pearluluパールル,,50,366,74,55,32,water,,52.5,3,0
Huntail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huntailハンテール,,50,367,94,75,52,water,,27,3,0
Gorebyss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sakurabyssサクラビス,,50,368,114,75,52,water,,22.6,3,0
Relicanth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glanthジーランス,,88.1,369,45,65,55,water,rock,23.4,3,0
Luvdisc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lovecusラブカス,,24.6,370,40,65,97,water,,8.7,3,0
Bagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatsubayタツベイ,,50,371,40,30,50,dragon,,42.1,3,0
Shelgon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komoruuコモルー,,50,372,60,50,50,dragon,,110.5,3,0
Salamence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bohmanderボーマンダ,,50,373,120,90,120,dragon,flying,102.6,3,0
Beldum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dumbberダンバル,,,374,35,60,30,steel,psychic,95.2,3,0
Metang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metangメタング,,,375,55,80,50,steel,psychic,202.5,3,0
Metagross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metagrossメタグロス,,,376,105,110,110,steel,psychic,550,3,0
Regirock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regirockレジロック,,,377,50,100,50,rock,,230,3,1
Regice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regiceレジアイス,,,378,100,200,50,ice,,175,3,1
Registeel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Registeelレジスチル,,,379,75,150,50,steel,,205,3,1
Latias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latiasラティアス,,0,380,140,150,110,dragon,psychic,40,3,1
Latios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latiosラティオス,,100,381,160,120,110,dragon,psychic,60,3,1
Kyogre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyogreカイオーガ,,,382,180,160,90,water,,352,3,1
Groudon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Groudonグラードン,,,383,150,90,90,ground,,950,3,1
Rayquaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayquazaレックウザ,,,384,180,100,115,dragon,flying,206.5,3,1
Jirachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jirachiジラーチ,,,385,100,100,100,steel,psychic,1.1,3,1
Deoxys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deoxysデオキシス,,,386,95,90,180,psychic,,60.8,3,1
Turtwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naetleナエトル,,88.1,387,45,55,31,grass,,10.2,4,0
Grotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hayashigameハヤシガメ,,88.1,388,55,65,36,grass,,97,4,0
Torterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodaitoseドダイトス,,88.1,389,75,85,56,grass,ground,310,4,0
Chimchar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hikozaruヒコザル,,88.1,390,58,44,61,fire,,6.2,4,0
Monferno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moukazaruモウカザル,,88.1,391,78,52,81,fire,fighting,22,4,0
Infernape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goukazaruゴウカザル,,88.1,392,104,71,108,fire,fighting,55,4,0
Piplup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pochamaポッチャマ,,88.1,393,61,56,40,water,,5.2,4,0
Prinplup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pottaishiポッタイシ,,88.1,394,81,76,50,water,,23,4,0
Empoleon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emperteエンペルト,,88.1,395,111,101,60,water,steel,84.5,4,0
Starly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mukkuruムックル,,50,396,30,30,60,normal,flying,2,4,0
Staravia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mukubirdムクバード,,50,397,40,40,80,normal,flying,15.5,4,0
Staraptor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mukuhawkムクホーク,,50,398,50,60,100,normal,flying,24.9,4,0
Bidoof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bippaビッパ,,50,399,35,40,31,normal,,20,4,0
Bibarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beadaruビーダル,,50,400,55,60,71,normal,water,31.5,4,0
Kricketot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korobohshiコロボーシ,,50,401,25,41,25,bug,,2.2,4,0
Kricketune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korotockコロトック,,50,402,55,51,65,bug,,25.5,4,0
Shinx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolinkコリンク,,50,403,40,34,45,electric,,9.5,4,0
Luxio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luxioルクシオ,,50,404,60,49,60,electric,,30.5,4,0
Luxray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rentorarレントラー,,50,405,95,79,70,electric,,42,4,0
Budew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subomieスボミー,,50,406,50,70,55,grass,poison,1.2,4,0
Roserade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roseradeロズレイド,,50,407,125,105,90,grass,poison,14.5,4,0
Cranidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zugaidosズガイドス,,88.1,408,30,30,58,rock,,31.5,4,0
Rampardos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rampaldラムパルド,,88.1,409,65,50,58,rock,,102.5,4,0
Shieldon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatetopsタテトプス,,88.1,410,42,88,30,rock,steel,57,4,0
Bastiodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toridepsトリデプス,,88.1,411,47,138,30,rock,steel,149.5,4,0
Burmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minomucchiミノムッチ,,50,412,29,45,36,bug,,3.4,4,0
Wormadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minomadam (kusaki No Mino)ミノマダム,,0,413,69,95,36,bug,grass,6.5,4,0
